id,text,label
971,Saya memiliki sirkel pertemanan dekat. $Ketika mereka berkumpul tak jarang saya tidak bisa ikut sehingga sering kali saya berpikir saya bukan bagian dari mereka.$,Magnification or Minimization
972,"Saat pkkmb saya mengangkat tangan berkali-kali dalam sesi talk show, saat satu pembicara menunjuk saya namun mic runner salah memberi mic, $membuat saya kehilangan kesempatan untuk bertanya, dan saya merasa sangat kecewa dan tidak dianggap.$",Magnification or Minimization
973,"Diwaktu masa SMA , saat itu sedang ada perlombaan futsal dimana pada saat itu sedang menjadi kejuaraan 1,2,3. Dimana saya menjadi pemain inti , di perjalanan saya terjadi kendala sehingga saya telat dalam menuju sekola disaat itu sudah berlangsung perlombaan sehingga saya tidak di berikan untuk mengikuti pertandingan tsb , pada saat itu saya merasa down ketika team saya kalah ,disana saya sangat merasa bersalah atas apa yang terjadi pada saya , di dalem perasaan saya merasa sangat"" tidak enak sampai $saya pernah berfikir saya tidak ada gunanya disini jadi ingin melakukan hal yg aneh""$, mungkin sgtu saja yang bisa saya ceritakan terima kasi.",Mental filter
974,Saya pernah mendapatkan juara 2 pada suatu perlombaan. Namun saya sangat merasa kecewa karena tidak berhasil mendapatkan juara 1. Saya merasa bahwa semua yang saya lakukan sia-sia.,Mental filter
975,"Ketika peringkat saya turun dalam perankingan kelas, saya merasa kecewa atas diri saya, san menganggap peringkat adalah suatu hal yang sangat menentukan kegagalan dari sebuah peringkat",Mental filter
976,"Ketika $saya tidak berhasil masuk ke sekolah pilihan saya, saya merasa diri saya kurang dan menjadi tidak percaya diri$",Mental filter
977,"Saya suka kimia semasa sma dan saya paling suka aktif pada saat pelajaran itu berlangsung, semenjak itu saya beranggap saya sudah menguasai kimia lebih dalam, namun ada saat dimana ujian kimia berlangsung dan $saya tidak mendapatkan nilai 100 tetapi teman saya lebih tinggi nilainya daripada saya, disitu saya tidak merasa puas dan serasa mendapatkan kegagalan yang memalukan.$",Mental filter
978,"dulu, saya pernah menyatakan perasaan saya melalui secarik kertas kepada teman sekelas saya semasa sekolah. hasilnya memang tidak seindah bunga mawar. dan bahkan hal tersebut tersebar di kelas saya sehingga saya sangat malu, karna hal tersebut menjadi lelucon teman-teman saya (saya suka pada teman saya, bukan bagian ditolak). $Sejak saat itu saya memilih untuk tidak akan lagi mengekspresikan rasa suka/kagum saya pada lawan jenis.$",Mental filter
979,Saya mendapatkan juara 1 di kelas dari saya duduk di bangku kelas 2 SD dan terus konsisten sampai kelas 6 semester 1. Saat nilai UN keluar saya tidak mendapatkan nilai tertinggi dipelajaran apapun. $Pada saat itu saya dihina oleh keluarga saya Sendiri hanya karena saya tidak dapat mempertahankan juara saya. Pada saat itu saya merasa saya gagal$,Mental filter
980,$Saya pernah berpikir bahwa saya tidak akan pernah mendapatkan hubungan dengan cewek lagi$ setelah saya putus dengan pacar saya dulu,Mental filter
981,Melihat paradigma adik saya pada saat membaca $hasil semesternya yang 90% mendapat hasil A namun 1 mendapat B+ ia merasa gelisah dan terus memikirkan satu perbedaan nilai tersebut bahkan mengabaikan bahwa nilai pada mata kuliah lainnya dia mendapat A semua.$,Mental filter
982,"Dulu ketika saya SMP dan menjadi Ketua OSIS, saya menerima banyak pujian akan performa saya kala itu menjabat. Walau masih remaja dan belum memiliki kematangan pikiran dan emosi, menurut saya, saya bangga kala itu. $Tetapi ketika ada satu kritik atau pesan dari salah seorang Pembina saya dan teman sejawat saya, saya langsung memikirkan itu cukup lama bahwa apakah yang dikatakan itu benar adanya dan saya langsung introspeksi terus terusan karena itu, khawatir bahwa itu adalah sesuatu yang harus saya tambal pada diri saya$ untuk menjadikan diri saya Ketua yang lebih baik, padahal seharusnya juga harus bersyukur karena sejauh saya menjabat, banyak performa positif yang saya berikan dan tunjukkan kepada sekolah dan itu adalah kelebihan saya. Pada dasarnya, tidak akan ada satupun kekurangan yang tidak ada pada diri seseorang, dan saya yang waktu itu belum cukup menerima fakta itu.",Mental filter
983,"Saya tidak suka merayakan ulang tahun saya. Karena $saya merasa dihantui oleh pemikiran negatif orang lain seperti ""sombong banget dia pake ngerayain ultah segala"", walaupun saya tahu lebih banyak orang yang sebenarnya berbahagia bersama saya.$",Mental filter
984,$Saya pernah menerima sebuah kritikan yang membuat saya memikirkannya terus menerus tanpa henti. Padahal banyak pujian yang saya dapatkan tapi malah tidak saya pedulikan.$,Mental filter
985,"Pada saat menjadi pengurus kelas, saya mendapatkan komentar yang sedikit mengkritisi dari salah satu teman saya. $Saya terus memikirkan satu komentar negatif tersebut$",Mental filter
986,"Ketika menjawab sebuah soal mengenai isu” yang terjadi, banyak yang memberi pujian atas jawaban saya, $namun ketika salah satu orang menyebutkan bahwa saya “kelihatan gerogi ketika menjawab” saya terus fokus pada komentar bahwa saya terlihat gerogi$",Mental filter
987,"Ketika sedang bersama teman, saya melemparkan candaan yg dimana teman $teman saya kebanyakan tertawa namun salah satu teman mengatakan bahwa candaan saya norak, sehingga saya terus memikirkan perkataan org tsb$",Mental filter
988,"$apabila ada kesalahan dalam kerjaan aakan hanya terpikir kesalahan dibandingkan positif, sehingga memaksa diri jadi perfeksionis$ bukan karena ingin sesuatu benar, tapi karena tidak berani melihat kegagalan atau kritik orang",Mental filter
989,"Saya menerima cukup banyak pujian atas presentasi esay dalam kegiatan pemilihan jegeg bagus FMIPA 2023, namun salah satu juri memberikan komentar yang sedikit mengkritisi. $Saya terus memikirkan satu komentar negatif tersebut dan mengabaikan lebih banyak pujian yang diterimanya. $",Mental filter
990,"Saya memiliki postur tubuh yang lebih tinggi jika dibandingkan dengan teman-teman saya saat SMP. $Banyak yang memuji karena hal itu dianggap sebagai sesuatu yang luar biasa berbeda, namun banyak juga stigma bahwa orang tinggi susah untuk mendapatkan pacar. Saya minder dan terus memikirkan hal tersebut.$",Mental filter
991,Saya pernah mengikuti perlombaan tingkat fakultas dan mendapat juara satu $banyak penonton memuji kelompok kami sampai ketika maju ke perlombaan tingkat universitas dan juri pada saat di tingkat fakultas menjadi pelatih kami memberikan komentar tentang kekurangan kami pada saat tampil ddlu daan membuat saya memikirkan hal itu terus pada saat latihan persiapan di tingkat universitas$,Mental filter
992,"ketika saya menghadapi kritik yang sangat tajam dari seorang atasan di tempat kerja. Meskipun sebenarnya kritik tersebut memiliki beberapa poin valid yang bisa digunakan untuk perbaikan, $pemikiran saya cenderung menyaring informasi negatif yang dia sampaikan dan membuatnya menjadi fokus utama dalam sudut pandang saya.$",Mental filter
993,"$Saya dlu sering dianggap sebagai anak yang baik dan polos, tetapi pada akhirnya ada seseorang yang bilang kalau saya judes dan sombong sehingga membuat saya kepikiran dengan kata"" tersebut$",Mental filter
994,"Saya pernah dibully. Seiring waktu, saya muak dengan omongan tersebut. Jadi, saya mulai rutin merawat diri sendiri. Pun banyak orang yang mulai memuji saya seiring dengan perubahan yang lumayan signifikan pada diri saya. $Sampai detik ini, saya tidak bisa menerima segala pujian tersebut. Yang melekat hanyalah omongan para bully tersebut.$",Mental filter
995,"Dalam mengerjakan sesuatu, saya pernah mendapatkan banyak pujian dan sedikit komentar yang buruk. $Yang saya pikirkan adalah komentar buruknya bukan pujiannya$ tetapi dengan saya memikirkan komentar yang buruk membuat saya dapat mengevaluasi diri saya sendiri untuk lebih baik kedepannya",Mental filter
996,"$disaat semua orang memuji suara dan penampilanku pada saat aku berlomba, aku mendengar ada yang mengatakan ""kenapa dia sih yang ikut, padahal suara dan penampilannua standard semua. dan itu yg ku pikirkan bisa di katakan sampai sekarang$",Mental filter
997,"Waktu saya masih sekolah SD, nilai ujian saya bagus kecuali dan selalu mendapatkan ranking 1. $Namun salah satu guru mengkritisi saya tidak pantas mendapatkan hal tersebut karena nilai matematika saya kecil. Hal ini yang menyebabkan saya selalu memikirkannya dan kehilangan jati diri saya.$",Mental filter
998,"$Orang” memuji saya baik, lemah lembut dan juga peduli terhadap sekitar, namun ada satu orang terdekat saya mengatakan bahwa saya adalah orang yang egois dan ingin menang sendiri dalam segala hal, kata” tersebut sampai sekarang masih saya ingat$",Mental filter
999,"$Saya pernah menerima omongan orang yg saya tidak kenal mengatakan saya terlalu kurus, awalnya saya biasa aja tetapi saya terus kepikiran bahwa saya terlalu kurus$, sehingga saya baru baru ini memulai menaikan berat badan saya dan pergi ke gym",Mental filter
1000,"Pernah saya alami saat dulu ketika $saya mendapatkan pujian cukup banyak dari teman saya karena saya suka membantu teman ketika ada kesulitan dalam suatu materi, namun di saat salah satu teman saya memberikan komen negatif dan saya terus memikirkan hal yg di ucapkan itu$.",Mental filter
1001,"Saya mengalami situasi di mana motor saya mengalami kerusakan mesin yang signifikan. $Meskipun mekanik memberi tahu saya bahwa sebagian besar komponen masih dalam kondisi baik, saya terus-menerus fokus pada kerusakan tersebut dan mengabaikan kenyataan bahwa sebagian besar bagian motor masih berfungsi dengan baik$. Saya menjadi sangat khawatir tentang biaya perbaikan dan lupa untuk mengapresiasi bagian yang masih berfungsi dengan baik. Hal ini membuat pandangan saya terhadap motor saya menjadi lebih negatif daripada seharusnya.",Mental filter
1002,"Ketika presentasi, $seorang guru pernah memberikan pujian bahkan lebih banyak pujian dibandingkan masukan. Namun, ketika mendengar masukannya satu kali saja, saya merasa cukup terganggu saat itu$",Mental filter
1003,"Pada tahun 2021 saya pernah mengikuti suatu kompetisi Dance yaitu DBL, $sekolah saya menempati juara 2 dan banyak pujian dari teman-teman saya apalagi keluarga. Tapi saat itu senior saya berkata “Jika DT tidak berbuat kesalahan mungkin kalian akan menempati juara 1“ darisana perasaan tidak percaya diri saya sangat bertambah.$",Mental filter
1004,"$Seseorang pernah berkata bahwa saya akan sulit berteman karena terlalu ambisius dalam akademik padahal beberapa orang memuji saya karena hal itu, tapi saya terus memikirkan hal negatif tersebut.$",Mental filter
1005,"$saya pernah di puji karena mahir dalam dunia game tapi seseorang pernah bilang kalau itu hanya kehokian saya, saya terus penasaran dengan kalimat itu$",Mental filter
1006,"Suatu peristiwa dalam hidup saya ketika saya menyaring informasi negatif sebagai fokus utama saya terjadi saat saya mengikuti kompetisi menulis. Saya telah mengirimkan esai saya untuk dinilai oleh sekelompok juri yang terkenal di bidang tersebut. Beberapa minggu setelah pengiriman esai, hasil penilaian akhirnya diumumkan. $Sebagian besar juri memberikan umpan balik positif dan memberi saya poin tinggi untuk esai tersebut. Namun, ada satu juri yang memberikan komentar yang lebih kritis. Dia menunjuk pada beberapa kekurangan dalam esai saya dan memberikan poin yang jauh lebih rendah daripada juri lainnya. Maka saya memiliki sudut pandang negatif terhadap tulisan saya.$",Mental filter
1007,"$Saya pernah merasa sangat terpengaruh oleh komentar negatif teman tentang sebuah tugas kecil yang kami kerjakan bersama. Saya terlalu fokus pada kritik mereka, sehingga lupa melihat hal-hal positif yang telah kami capai dalam tugas tersebut$. Pengalaman ini mengajarkan saya pentingnya menjaga keseimbangan dan tidak terlalu terpaku pada pandangan negatif orang lain.",Mental filter
1008,"Saya sering ditertawakan baik memang karena lawakan saya, ataupun tingkah saya yang disengaja. Namun, $pernah sekali waktu teman saya menertawakan fisik saya secara negatif, yang tidak sengaja saya dengar. Dan saya tidak bisa melupakan hal tersebut, dan sulit menerima pujian yang diberikan oleh mereka.$",Mental filter
1009,"Ketika $saya berfokus pada komentar negatif terhadap karya saya, daripada berfokus pada masukan dan saran yang positif ataupun perkembangan saya dalam berkarya$",Mental filter
1010,"Saya pernah membuat desain varsity untuk angkatan saya, $semua orang bilang itu bagus, tapi ada satu orang yang bilang bahwa desain saya seperti keset, dan itu sangat membuat saya stress beberapa hari$",Mental filter
1011,"saya lumayan $sering juara di taekwondo, tetapi saya trus memikirkan kata kata negatif dulu yang sering orang katakan pada saya$",Mental filter
1012,$Saya mendapat beberapa pujian atas gambaran yang saya buat dan ada beberapa yang memberikan komentar negatif dan saya merasa jika gambaran saya masih sangat kurang.$ Saya menjadi merasa gagal dalam membuat gambaran.,Mental filter
1013,"$teman teman saya mengatakan alis saya bagus dan rapih tetapi salah satu teman saya mengatakan alis saya seperti celurit, saya selalu memikirkan perkataan tersebut sampai sekarang$",Mental filter
1014,"Ketika saya menunjukan hasil lukisan saya kepada teman teman sekolah, banyak sekali dari mereka yang memuji hasil karya lukisan saya sangat bagus dan menarik tetapi ada 1 orang yang bilang bahwa lukisan saya biasa saja. $walaupun banyak sekali yang memuji tetapi komentar kritis tersebut masih tersimpan di benak pikiran saya hingga sekarang.$",Mental filter
1015,"$Saya menerima pujian sayaa badanya besarr, beotott tinggi, salah satu mengatakan saya gendut dan pendekk. Dan kata negatif itu yang saya simpan$",Mental filter
1016,"Saat ospek fakultas, $kelompok kami mendapat banyak teguran. Akan tetapi, yel-yel kelompok kami mendapat banyak pujian dari fasilitator dan kakak tingkat lainnya. Saya masih terus berfokus pada tegurannya$, namun saya juga berusaha untuk mengambil sisi positifnya.",Mental filter
1017,"$Saya pernah menerima pujian atas tugas yang saya selesaikan, namun salah satu teman saya mengomentari dengan negatif. Saya langsung memikirkan hal itu.$",Mental filter
1018,"Orang-orang bilang saya sudah hebat, sudah melakukan yang terbaik, sudah keren karena saya berada di tempat saya sekarang dan menjadi saya sekarang. Tetapi ada satu orang terdekat saya, yang adalah orang yg sangat saya sanjung dan menjadi motivasi saya untuk mengambil tujuan yang saya mau, beliau menunjukkan sikap ""ketidakpuasan""-nya terhadap pencapaian saya, dan seakan ""biasa saja"". $jadi sampai sekarang saya masih mengingat dan memikirkan hal itu, sering kali merasa bahwa saya belum pantas untuk menerima semua pujian dari orang lain.$",Mental filter
1019,"Ketika saya pertama kali menerima kritik dari seseorang padahal orang lain lebih banyak memberi pujian, $maka saya berfokus pada 1 kritikan itu hingga saya ovt, dan lupa bahwa lebih banyak orang yang memberi pujian.$",Mental filter
1020,"Yaaaa $ketika orang lain berkata aku memiliki sifat yang baik, tetapi ada satu orang yang mengomentari aku terlalu caper, aku langsung kepikiran$",Mental filter
1021,"$ketika saya mendapat banyak pujian untuk penampilan saya pada hari raya, komentar buruk dari orang asing membuat saya merasa sangat kecil$",Mental filter
1022,"Saya perna ikut dalam suatu acara dimana saya dipuji karena kemampuan komunikasi saya, $namun ada 2 orang dari mereka yang kurang setuju kalau saya bisa menjadi MC di acara tersebut, seketika saya menjadi kepikiran akan hal yang diucapkan 2 orang itu$",Mental filter
1023,"suatu kali saya mengikuti wawancara kerja yang tidak berjalan sesuai harapan. $Meskipun sebagian besar pertanyaan dijawab dengan baik, saya terjebak pada satu pertanyaan yang tidak bisa saya jawab dengan sempurna. Setelah wawancara, saya terus-menerus memikirkan kesalahan itu$ dan merasa bahwa ini adalah tanda bahwa wawancara itu sepenuhnya gagal.",Mental filter
1024,"$ketika dikeluarga saya memuji karena saya telah mendapatkan suatu pencapaian, tetapi kakak tiri saya berkomentar negatif tentang setiap pencapaian saya, sehingga itu selalu terbayang-bayang dipikiran saya$",Mental filter
1025,"Saya memasak untuk keluarga ,semua mengatakan enak tetapi ayah saya selalu mengatakan kurang sedikit bahan yang dimasukkan.$Sehingga saya selalu memikirkan kritikan itu dan tidak ingin memasak.$",Mental filter
1026,$Aku selalu dapat nilai bagus di kelas tapi karna ada 1 matkul nilai rendah yang bikin aku down$,Mental filter
1027,"Saya dalam hidup ini juga sering mendapatkan pujian dari keluarga tentang hal-hal baik yang saya lakukan. $Namun, saat 1 keburukan saja disebutkan, maka saya sering memikirkan itu hingga berulang kali.$",Mental filter
1028,$Orang orang selalu memuji saya cantik tapi di akhir selalu menambahkan kalau saya gendut. Itu membuat saya meragukan pujian mereka$,Mental filter
1029,"Saat saya smp ,saya mendapatkan peringkat 3 besar di satu angkatan. $Banyak yang memuji saya dan memberikan selamat, tetapi ayah saya mengkritik dengan mengatakan kenapa tidak rangking 1 saja. Dan dari banyaknya pujian hanya kata-kata itu yang saya ingat sampai sekarang.$",Mental filter
1030,"pernah satu ketika saya mendaptkan pujian saat mengikuti lomba menyanyi. $namun karena 1 orang yg hanya mengatakan ""kurang dikit lagi bagus kok"" dari kata tersebut saya hanya fokus pada itu saja tanpa memikirkan kata² positif dari orang² yang telah mendukung saya$",Mental filter
1031,$saya merasa nilai ulangan matematika saya sangat jelek dan mengabaikan semua perolehan nilai bagus di mata pelajaran lainnya$,Mental filter
1032,"$orang tua saya teman saya semua selalu mengapresiasi saya, namun ada satu orang yang merendahkan saya, dan saya malah kepikiran dg komentar yang merendahkan$",Mental filter
1033,Saya pernah mencoba memakai setelan baju yang tidak pernah saya pakai sebelumnya. Lalu orang2 banyak yang bilang bahwa saya tidak cocok pakai setelan tersebut. $Lalu saya terus kepikiran kalimat perkataan mereka. Dan mengabaikan kalimat pujian dari orang lainnya.$,Mental filter
1034,"$Saya pernah dipuji dalam suatu forum, ketika saya mendapat kritikan oleh satu orang saya merasa gagal dan terus kepikiran.$",Mental filter
1035,"Ketika saya menerima banyak komentar, $kadang saya tidak terlalu memperdulikan komentar yang positif, tetapi lebih berfokus pada hal yang negatif.$",Mental filter
1036,"aku menerima cukup banyak pujian atas, penpilanku namun salah satu temanku komentar yang sedikit mengkritik. $aku terus memikirkan satu komentar negatif tersebut dan mengabaikan lebih banyak pujian yang aku terima.$",Mental filter
1037,pada saat saya kumpul dengan teman saya disana kami saling deeptalk disana $saya mendapatkan pujian yang memiliki banyak kelebihan yaitu terutama rajin dan teman saya juga memberikan kritik terhadap saya dengan menjawab saya prangnya panikan disana saya terus kepikiran agar bagaimana saya menghilangkan hal tersebut$,Mental filter
1038,"saya juga pernah menerima dan mendapatkan pujian tentang suatu hal yang saya lakukan. tetapi salah seorang teman saya tidak menyukai hasil yang saya lakukan sehingga ia memberikan sebuah kritik dan komentar yang tajam tentang itu. $karena hal itu, saya terus memikirkan komentar salah seorang teman dan melupakan pujian dari banyak teman serta keluarga.$",Mental filter
1039,"setiap orang tentu peduli pada penampilan termasuk saya, $saya cukup banyak menerima pujian terhadap diri saya, namun jika ada orang yg mengatai mengenai saya tentang hal buruk yg saya punya saya cenderung memikirkan secara berlebihan dan tidak berdama dengan diri sendiri$, saya juga orang yg cenderung tidak suka diberi kritik jadi jika ada seseorang memberikan saya kritik saya akan terus memikirkan hal tersbeut terlalu lama dan menyalahkan diri saya",Mental filter
1040,saya menerima pujian karena berhasil lolos masuk ke univ yg saya inginkan. tapi ada teman saya meremehkan jurusan yg saya ambil. $itu membuat saya terus memikirkan perkataannya dan melupakan ucapan selamat dr keluarga dan sahabat saya$,Mental filter
1041,"Saya pernah ikut lomba nyanyi dan $mendapat juara 1 tapi ada satu teman saya berkata ""padahal tadi suara kamu agak fals ya"" dan itu membuat saya kepikiran.$",Mental filter
1042,"Saat saya melakukan pekerjaan di rumah $ada satu tetangga yang berbicara"" kerjaanya kurang gini"" dan saya terus memikirkan itu dan saya lupa padahal ada tetangga"" yang lain memberikan apresiasi kepada saya$",Mental filter
1043,$Saya menerika cukup banyak pujian atas presentasi serta pembuatan paper yang saya buat namun ada sedikit kekurangan yang disampaikan oleh dosen namun itu bukanlah kesalahan yang fatal namun saya terus memikirkan kenapa saya bisa melakukan sedikit kesalahan tersebut$ padahal saya membuatnya dengan sangat teliti,Mental filter
1044,Jika $banyak temen yang memuji saya bagus dalam tugas yang saya lakukan dan ada juga yang mengkritik maka saya akan memikirkan kritikan$ yang di ajukan oleh nya,Mental filter
1045,"ketika saya berpenampilan sudah rapih dan saya nyaman memakai pakaian tersebut, dan cukup $mendapat banyak pujian dari orang lainnya, tetapi ada salah seorang teman saya yang berkomentar negatif tentang celana saya yang cukup ngejreng saat itu, dari situ saya terfokus dengan komentar itu$ dan menjadikan saya cukup berhati-hati dalam memilih pakaian sekarang",Mental filter
1046,"Ketika saya memilih pakaian dan dari $ayah dan ibu saya mengatakan bahwa pakaian tersebut cocok untuk saya, namun dari tanggapan adik saya berkata bahwa pakaian tersebut tidaklah cocok karena sedikit dan lain hal yg ada pada gambar pakaian itu sehingga saya meskipun membeli jarang untuk mengenakannya$",Mental filter
1047,"Saya terkadang bertanya ""orang seperti apa saya ini?"" kepada teman ataupun keluarga. Mereka akan memberi banyak pujian dan menyebut"" bakat yang saya miliki. $Tetapi, disaat mereka menyebut satu saja sifat saya yang kurang bagus, saya langsung kepikiran dan melupakan pujian yang diberi oleh mereka.$ Meski hanya secuil, tapi saya selalu kepikiran dan bahkan melabeli diri saya seperti itu. Contoh : saat saya dikatakan cuek, saya langsung sedih dan merasa saya memang cuek. saya akan terus menekankan pada yang lain dan diri sendiri bahwa saya ternyata cuek. Saya akan merasa sedih dan selalu kepikiran akan hal itu.",Mental filter
1048,"Saya sering mendapatkan pujian pada saat saya mendapatkan penghargaan atas beberapa ekstrakurikuler yang saya dapatkan, $namun ada beberapa komentar negatif yang mengatakan bahwa saya mendapatkan penghargaan itu karena saya tidak berjuang melainkan karena untuk mengisi slot pemenang saja. Sehingga seharusnya saya senang malah menjadi sedikit tertekan dengan hal yang diucapkan itu.$",Mental filter
1049,"Waktu SMA nilai $Matematika, Kimia, Biologi dan lainnya aku mendapat nilai A, sedangkan fisika aku kurang satu angka lagi untuk mendapat nilai A. Dan itu benar-benar membuatku mempermasalahkan diri sendiri$",Mental filter
1050,Ketika SMA $saya di puji oleh guru karena berhasil mendapat posisi 3 besar dalam salah satu lomba tingkat provinsi namun karena ada 1 kritikan mengenai format yang seharusnya saya cantumkan malah membuat saya merasa kurang dan menyalahkan diri sendiri$ karena tidak mencapai ekspetasi orang orang disekitar,Mental filter
1051,"Saat saya berhasil membuat web pertama saya, saya sangat senang, $banyak teman teman yang memuji saya, tapi ada 1 teman yang malah menjatuhkan dan mengatakan bahwa web saya masih jelek, saya malah fokus ke pesan negatif itu dan melupakan pujian dari teman saya yang lain$",Mental filter
1052,saya banyak menerima pernyatan dari teman-teman saya bahwa $berat badan saya sudah seimbang dengan tinggi badan saya tapi sekalinya ada satu orang yang berkata bahwa saya gemuk saya akan terus kepikiran tentang hal itu$,Mental filter
1053,banyak yang memuji kinerja saya dalam sebuah kepanitiaan namun ada beberapa orang mengkritik saya. $saya menjadi resah akan komentar tersebut sehingga mengabaikan segala pujian yang saya dapat.$,Mental filter
1054,"saya sering mendapatkan pujian karena badan saya yang menjadi lebih baik sekarang, baik itu dari teman teman ataupun orang lainnya. $namun dengan adanya celenehan dari salah satu teman yang membuat saya menjadi memikirkan hal tersebut terus menerus dan membuat saya menjadi minder dengan celenehan tersebut meskipun ada banyak pujian yang saya terima.$",Mental filter
1055,"Dulu $saya sering berprestasi dan sering dipuji atas prestasi saya, namun ada satu orang yang selalu mengkritik penampilan saya, sehingga fokus saya yang dulu berprestasi menjadi harjs memperbaiki pdnampilan diri.$",Mental filter
1056,"Semasa kecil di desa saya punya acara cukup besar, disaat saya masih SD saya diminta untuk melayani tamu dengan membuat kopi teh dan menawari jajanan yang ada. $Orang tua dan beberapa paman serta bibi saya menyanjung saya dan mengatakan saya rajin sekali dan pintar karena mau berusaha bekerja, namun ada salah satu keluarga yang mengomentari bahwa teh yang saya buat terlalu banyak, di desa biasanya teh tidak sampai full satu gelas tapi hanya 3/4 nya saja, saya jadi sedih dan menangis karena merasa melakukan kesalahan tersebut.$",Mental filter
1057,"Mungkin semua orang bisa saja menjadi siswa berprestasi, tapi tidak semua siswa mendapatkan apa yang ia cita-citakan. $Banyak orang memuji saya ketika lulus snbp di prodi psikologi Unud sesuai yang saya inginkan, tapi segelintir orang yang tidak lulus snbp meremehkan pencapaian saya dengan mencemooh secara personal jalur kehokian yang saya dapatkan bukan dari jerih payah. Itu terus membebani perasaan saya selama beberapa hari setelah pengumuman hasil snbp$",Mental filter
1058,"Mungkin $ada banyak orang yang memuji saya, tapi saya selalu berfokus pada kritikan buruk orang lain pada saya$",Mental filter
1059,"$Saya banyak mendapat banyak pujian dari teman saya karena saya sudah lolos SNBP psikologi, namun ada yang selalu mengkritik saya bahwa ""psikologi itu mahal dan pertanyaan kenapa tidak mendapat beasiswa seperti dia"" sehingga pikiran saya ingin belajar sesuai minat saya itu kabur akibat komentar tersebut$",Mental filter
1060,"Saat ada kumpul dengan teman SMA tiba-tiba teman saya nyeletuk ""ih kok kamu makin gendutan sekarang, pipinya gedee sekarang"". $Saya terus memikirkan komentar tersebut terlepas dari keadaan tubuh saya yang sudah dikatakan ideal oleh teman saya yang lain$",Mental filter
1061,"Saya pernah mendatangi salah satu tempat wisata dan menggambil foto saya, lalu saya posting ke salah satu media sosial saya. Beberapa menit $masih komentar baik yang saya jumpai namun setelah itu ada yg berkomentar kalau saya lebih baik berfoto melepas kacamata saya. Sejak saat itu saya merasa kurang jika sedang memakai kacamata.$",Mental filter
1062,"Kejadian ini pernah saya alami ketika waktu itu $saya dicap "" belog "" atau bodoh oleh nenek saya. Saya selalu berfokus pada kata kita dan tidak memikirkan juga bahwa ibu, ayah dan keluarga lainnya selalu memuji saya.$ Jadi saya rasa itu keluar karena perasaan iri orang lain terhadap diri kita. Namun, dengan adanya kejadian itu, saya berusaha lebih baik lagi dengan memperhatikan batas kemampuan saya juga. Jadi, jika kalian dirasa belum cukup oleh orang lain (awam) berarti mereka yang harus memperbaiki diri. Kita seharusnya fokus pada pengembangan diri dan apa yang telah kita miliki pada saat ini. Memang sulit untuk dilakukan namun perbanyaklah keyakinan pada diri sendiri bahwasanya kita memang sepantas dan sebaik itu.",Mental filter
1063,"Jika saya mendapat masukan positif dan negatif mengenai gerakan tarian saya, $saya cenderung berfokus pada masukan negatif saja dan menganggap masukan positif hanya sedikit kalimat untuk menenangkan dan penyemangat saja.$",Mental filter
1064,"Ketika saya mendapatkan prestasi dalam berbahasa inggris $seringkali mendengar banyak pujian, namun salah satu teman saya ngatain atau menggangap hal ini sederhana dan remeh, saya terus memikirkan nya$",Mental filter
1065,"Aku punya mimpi jadi seorang penulis, waktu aku bilang mau beli buku yang aku tulis dan udah di terbitkan, aku sempet bicara sama ibuku, tapi ibuku sempet ngomong hal yang bikin aku sakit hati. $Terus aku kepikiran sama apa yang ibuku ngomong dan aku sempet pingin berhenti menjadi penulis. Padahal banyak teman-temanku yang dukung aku jadi penulis$",Mental filter
1066,"saya pernah dipuji bahwa saya memiliki kulit yang eksotis dan $teman teman saya selalu mengatakan bahwa kamu ini bagusan kulit eksotis gini, namun ada 1 orang mengatakan bahwa ""ih kamu ini kulitnya hitam sekali mana ada cowok yang mau dekat, kan standar kecantikan di indonesia ini kulitnya putih"" disitu saya merasa sedih dan bingung, perkataan itu terngiang ngiang di benak saya$, dan saya selalu beruasaha untuk menjadi orang yang memiliki warna kulit putih.",Mental filter
1067,meira selalu mendapatkan pujian dari temen temennya atas apa yang selalu dia kerjakan dan ada salah satu temmnya yang mengatakan apa yang meira lakukan adalah hal mudah yang bisa dikerjakan oleh semua orang. $Meira terus memikirkan ucapan salah satu temannyaitu dan mengabaikan apresiasi yang selalu dilakukan oleh teman lainnya$,Mental filter
1068,"Ketika saya berada di suatu organisasi, dimana saat itu merupakan agenda evaluasi bulanan. Dan disuatu moment dimana $orang-orang menyampaikan pujian akan keberhasilan saya, akan tetapi ada juga orang yang mengkritik saya dalam hal ini. Disana Saya merasa kritikan itu yang menghantui atau teringat-ingat dalam benak saya.$",Mental filter
1069,ada teman saya yang $tidak peduli dengan banyaknya pujian yang ia terima tapi cenderung sakit hati dengan 1 kritikan$ yang sebenarnya dapat membangun karakternya,Mental filter
1070,Pernah mengalami dan pada saat itu $saya hanya berfokus pada satu tanggapan negatif itu$,Mental filter
1071,Ketika aku memposting sesuatu di media sosial ku ada yang $membalas dengan mengatakan hal yg buruk kadang aku marah dan lebih banyak memikirkan hal negatif tersebut ketimbang banyak pujian lainnya.$,Mental filter
1072,"Ketika saya memberikan pendapat, beberapa orang ada yang menyukai ide dan pendapat saya. Namun ada juga yang memberi komentar sebagai masukan. $Saya sering overthingking dan lebih fokus kepada permasalahan yang di kritik bukan kepada pujian atau compliment.$",Mental filter
